filename,label,path
DSC_3628_2.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_3628_2.JPG
samye-krupnye-razlivy-nefti-pohozhie-na-katastrofu-v-norilske-4_jpg.rf.0efa1e43023ed39b0318fccfd93fa21d.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\samye-krupnye-razlivy-nefti-pohozhie-na-katastrofu-v-norilske-4_jpg.rf.0efa1e43023ed39b0318fccfd93fa21d.jpg
DSC_1947_5.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_1947_5.JPG
R-15-_jpg.rf.31d3f09bc5a0ba45cda63b69a3f178af.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\R-15-_jpg.rf.31d3f09bc5a0ba45cda63b69a3f178af.jpg
DSC_1836_8.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_1836_8.JPG
9c9cf8c86d88a0f62bf22ba6931467bd_jpg.rf.968ac1a88bf326f6a4bc6c9b3e75f410.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\9c9cf8c86d88a0f62bf22ba6931467bd_jpg.rf.968ac1a88bf326f6a4bc6c9b3e75f410.jpg
DSC_3574_5.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_3574_5.JPG
DSC_1742_5.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_1742_5.JPG
DSC_0732_3.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0732_3.JPG
DSC_3230_3.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_3230_3.JPG
DSC_0782_7.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0782_7.JPG
DSC_2931_6.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_2931_6.JPG
gulf-oil-spill-nears-florida_jpg.rf.c6987b4e435c9e4c02de8fcfaaf19b7c.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\gulf-oil-spill-nears-florida_jpg.rf.c6987b4e435c9e4c02de8fcfaaf19b7c.jpg
DSC_2137_4.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_2137_4.JPG
44_jpg.rf.d1335641546950a60424fbb7941ff8c9.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\44_jpg.rf.d1335641546950a60424fbb7941ff8c9.jpg
2_jpg.rf.d1d1a9edbd2d61366d1e61acfbc11729.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\2_jpg.rf.d1d1a9edbd2d61366d1e61acfbc11729.jpg
DSC_0702_6.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0702_6.JPG
6768_jpg.rf.716ec1a94cabb54466d2aed784db40af.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\6768_jpg.rf.716ec1a94cabb54466d2aed784db40af.jpg
amazon-meets-atlantic_png_jpg.rf.d623c0ccbd9d45c70c6fc4596592dd08.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\amazon-meets-atlantic_png_jpg.rf.d623c0ccbd9d45c70c6fc4596592dd08.jpg
1324021_jpg.rf.999f3f963523b985c45780591ebb54ad.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\1324021_jpg.rf.999f3f963523b985c45780591ebb54ad.jpg
DSC_3581_7.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_3581_7.JPG
117402744_712631289314110_8897303166453679751_n_jpg.rf.a973c8dc5338ca4ff2b5b53684ae309d.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\117402744_712631289314110_8897303166453679751_n_jpg.rf.a973c8dc5338ca4ff2b5b53684ae309d.jpg
DSC_0330_9.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0330_9.JPG
Screenshot-2023-04-27-173906_jpg.rf.a01d6920f48a59b7d00c144fc87e6bb6.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\Screenshot-2023-04-27-173906_jpg.rf.a01d6920f48a59b7d00c144fc87e6bb6.jpg
DSC_0946_6.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0946_6.JPG
IXTOC_I_oil_well_blowout_2_jpg.rf.3407e5407879c6ace921e5898017962a.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\IXTOC_I_oil_well_blowout_2_jpg.rf.3407e5407879c6ace921e5898017962a.jpg
DSC_0171_6.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0171_6.JPG
DSC_3638_8.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_3638_8.JPG
DSC_3581_1.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_3581_1.JPG
122117459_3291793620929339_7471820359233147757_n_jpg.rf.591409b18899b5c1dadc255e28416e4c.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\122117459_3291793620929339_7471820359233147757_n_jpg.rf.591409b18899b5c1dadc255e28416e4c.jpg
DSC_2451_5.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_2451_5.JPG
R-53-_jpg.rf.70433c304ff591e14cb6801bb1cf00cd.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\R-53-_jpg.rf.70433c304ff591e14cb6801bb1cf00cd.jpg
DSC_0914_8.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0914_8.JPG
Oil-Pollution_original_oil-8-jpg_6523323e-bd79-489f-b142-05669b7db508_jpg.rf.e90b00b9632cc0e4bf35b71a740f081f.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\Oil-Pollution_original_oil-8-jpg_6523323e-bd79-489f-b142-05669b7db508_jpg.rf.e90b00b9632cc0e4bf35b71a740f081f.jpg
117316289_308064037302583_6479798796339874795_n_jpg.rf.5614f0ba559322511b24c6b80a4ed09c.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\117316289_308064037302583_6479798796339874795_n_jpg.rf.5614f0ba559322511b24c6b80a4ed09c.jpg
DSC_1971_5.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_1971_5.JPG
DSC_2451_2.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_2451_2.JPG
DSC_0844_3.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0844_3.JPG
5136_jpg.rf.1cc7bfe4a83b8e384a0abe3059db5efd.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\5136_jpg.rf.1cc7bfe4a83b8e384a0abe3059db5efd.jpg
16_jpg.rf.fb213746198ab65c7d86b7918570dd15.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\16_jpg.rf.fb213746198ab65c7d86b7918570dd15.jpg
4800_jpg.rf.e53f991842471ba88daf14d9044cee0d.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\4800_jpg.rf.e53f991842471ba88daf14d9044cee0d.jpg
DSC_1598_1.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_1598_1.JPG
DSC_1592_2.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_1592_2.JPG
DSC_2097_4.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_2097_4.JPG
6432_jpg.rf.7bac4011318819cadab242d7e0862495.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\6432_jpg.rf.7bac4011318819cadab242d7e0862495.jpg
Image_1_jpg.rf.a9c5d6f808958b60bef219df1b111744.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\Image_1_jpg.rf.a9c5d6f808958b60bef219df1b111744.jpg
persidian2_jpg.rf.9d650b0df2743767c0c487159f7a0482.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\persidian2_jpg.rf.9d650b0df2743767c0c487159f7a0482.jpg
4296_jpg.rf.a162358a31d0b0d58b86fcfe4e42b7b8.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\4296_jpg.rf.a162358a31d0b0d58b86fcfe4e42b7b8.jpg
DSC_1161_3.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_1161_3.JPG
DSC_3136_6.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_3136_6.JPG
DSC_0904_6.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0904_6.JPG
DSC_0384_5.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0384_5.JPG
651651ecc617d72dc22c7fc048e9d726_jpg.rf.a549e1f41327e44ed53f222e30174b1c.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\651651ecc617d72dc22c7fc048e9d726_jpg.rf.a549e1f41327e44ed53f222e30174b1c.jpg
99_jpg.rf.f0cd3f4eff090f136d1114ac50e15267.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\99_jpg.rf.f0cd3f4eff090f136d1114ac50e15267.jpg
OIP-40-_jpg.rf.a2c545a698811a73e05af7831042235d.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\OIP-40-_jpg.rf.a2c545a698811a73e05af7831042235d.jpg
rawImage_jpg.rf.35c92f86e0fbbc11b68fc64fbde3c7a9.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\rawImage_jpg.rf.35c92f86e0fbbc11b68fc64fbde3c7a9.jpg
DSC_0288_2.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0288_2.JPG
o31_2330_jpg.rf.de95a8270fe8301b993d8804ab087e41.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\o31_2330_jpg.rf.de95a8270fe8301b993d8804ab087e41.jpg
DSC_2772_5.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_2772_5.JPG
OIP-33-_jpg.rf.1f07805a8e7e90cc22b0888295fe2b5b.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\OIP-33-_jpg.rf.1f07805a8e7e90cc22b0888295fe2b5b.jpg
133_jpg.rf.d28ae48e79945e1751c9f6f96785e8af.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\133_jpg.rf.d28ae48e79945e1751c9f6f96785e8af.jpg
DSC_1903_5.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_1903_5.JPG
DSC_0787_2.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0787_2.JPG
114_jpg.rf.7f06fb00023853ea8ffebc43917b7459.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\114_jpg.rf.7f06fb00023853ea8ffebc43917b7459.jpg
DSC_0835_3.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_0835_3.JPG
DSC_3565_7.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_3565_7.JPG
HNLIKesm0Pp9ip0IWqCj4A_jpg.rf.6199cf071a74abadf51920b7475f529a.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\HNLIKesm0Pp9ip0IWqCj4A_jpg.rf.6199cf071a74abadf51920b7475f529a.jpg
DSC_2948_9.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_2948_9.JPG
IMG_6041_JPG_jpg.rf.4925e0e10712713686d3a9c3798b1cca.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\IMG_6041_JPG_jpg.rf.4925e0e10712713686d3a9c3798b1cca.jpg
DSC_1343_7.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_1343_7.JPG
DSC_2267_4.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_2267_4.JPG
122421535_685880622057753_4567114025378900446_n_jpg.rf.6b8c4bcd2deda5aacf94f9fd4d09d0ad.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\122421535_685880622057753_4567114025378900446_n_jpg.rf.6b8c4bcd2deda5aacf94f9fd4d09d0ad.jpg
Train1-309-_jpg.rf.b3a9908d6aa1972360616b09fd8eb3c1.jpg,1,D:\MARINE OS LATEST 1\data/oil_spill\Train1-309-_jpg.rf.b3a9908d6aa1972360616b09fd8eb3c1.jpg
DSC_3308_3.JPG,0,D:\MARINE OS LATEST 1\data/non_oil_spill\DSC_3308_3.JPG
